"";"OPK";"AVT";"GPN";"SDRL";"LEG";"ITC";"TEG";"IEX";"CSGP";"CSL"
"2013-11-22";9.99;40.08;62.92;40.85;28.76;29.82;53.35;70.33;180.56;72.13
"2013-11-25";9.92;40.17;63.45;38.34;28.74;29.81;52.92;70.2;180.21;71.87
"2013-11-26";10.39;39.71;63.38;38.81;29.07;29.48;51.49;70.32;183.46;72.51
"2013-11-27";10.36;39.37;62.94;38.67;28.76;29.6;51.42;70.42;186.62;72.38
"2013-11-29";10.54;39.34;62.97;38.57;28.89;29.66;51.46;70.01;186.24;72.49
"2013-12-02";10.66;39.37;62.59;38.91;28.34;30.13;51.54;70.4;185.28;71.82
"2013-12-03";10.46;39.42;62.82;38.63;28.33;30.25;51.92;69.58;182.88;71.81
"2013-12-04";10.53;39.12;62.09;38.24;28.07;30.22;52.02;69.76;177.04;72.49
"2013-12-05";10.55;39.01;62.14;38.53;27.93;30.21;51.84;69.62;179.15;72.66
"2013-12-06";11.05;40.38;63.28;38.6;28.36;30.25;52.6;70.33;185.72;73.98
"2013-12-09";11.63;40.81;63.46;38.17;28.55;30.18;52.2;70.25;185.48;74.51
"2013-12-10";11.5;41.37;63.41;38.08;28.34;30.59;51.38;70.5;183.96;73.81
"2013-12-11";9.81;40.53;63.12;37.01;27.96;30.83;50.63;68.56;178.2;72.54
"2013-12-12";9.42;39.86;62.73;36.9;28.11;30.72;50.71;68.66;176.09;73.53
"2013-12-13";8.97;40.09;62.7;37.02;28.16;30.93;50.85;68.8;177.08;74.09
"2013-12-16";9.09;41.05;62.97;36.99;28.48;30.79;51.53;69.59;179.55;74.88
"2013-12-17";8.4;41.58;63.27;36.82;28.37;30.35;51.33;69.55;178.01;74.91
"2013-12-18";8.86;41.68;62.68;36.58;29.33;31.36;52.26;70.59;181.28;76.51
"2013-12-19";8.81;41.77;61.43;35.58;29.23;31.6;51.71;70.29;178.08;76.41
"2013-12-20";9.03;42.34;63.4;36.18;29.51;31.11;52.53;71.2;183.16;77.31
"2013-12-23";8.97;42.32;63.51;36.26;29.94;31.2;52.31;71.58;183.07;77.69
"2013-12-24";9.04;42.51;63.54;37.33;29.92;31.39;52.37;71.77;183.86;78.51
"2013-12-26";8.8;42.67;63.69;37.01;29.95;31.18;52.12;72.24;184.38;78.39
"2013-12-27";8.58;42.82;63.75;37.54;30.01;31.13;52.11;72.16;183.96;78.33
"2013-12-30";8.47;43.21;64.39;37.82;30.03;31.18;52.07;72.05;182.25;78.44
"2013-12-31";8.44;43.49;64.9;37.93;29.89;31.41;52.1;72.48;184.58;78.29
"2014-01-02";8.41;42.16;65.36;37;29.62;31.06;51.16;71.29;181.88;77.44
"2014-01-03";8.58;42.08;66.53;37.29;29.67;31.13;51.05;71.77;184.08;77.31
"2014-01-06";8.36;41.46;65.2;37.22;29.28;30.75;50.99;71.32;182.15;77.23
"2014-01-07";8.35;41.56;64.8;37.11;29.41;31.05;51.47;71.68;182.45;77.45
"2014-01-08";8.48;41.83;64.32;36.72;29.34;31.04;50.88;71.78;180.07;77.75
"2014-01-09";8.43;42.14;66.95;36.66;29.24;30.82;50.99;71.98;180.19;76.7
"2014-01-10";8.63;42.69;68.45;37.62;29.35;31.46;51.67;72.47;177.63;77.19
"2014-01-13";8.8;41.53;69.02;36.93;28.78;31.26;51.33;71.5;174.53;75.88
"2014-01-14";9;42.36;69.74;37.14;29.01;31.35;51.46;72.63;178.81;76.59
"2014-01-15";8.85;43.27;69.66;37.12;29.2;31.28;51.27;73.2;177.96;77.11
"2014-01-16";8.8;42.88;69.35;37.06;29.08;31.49;51.54;72.59;179.02;77.42
"2014-01-17";8.72;43.4;69.12;37.04;28.74;31.74;51.36;72.31;178.82;77.46
"2014-01-21";8.89;43.35;68.75;37.71;29.39;32.06;52.37;72.5;176.41;78.05
"2014-01-22";8.91;43.93;69.76;37.17;29.27;32.22;52.44;72.61;179.5;77.91
"2014-01-23";8.83;42.3;68.71;36.16;29.65;32.58;52.16;71.76;179.18;77.75
"2014-01-24";8.46;41.38;66.82;34.79;28.77;32.4;51.33;68.52;176.19;74.69
"2014-01-27";8.13;40.62;66.43;34.85;28.49;32.11;51.32;68.16;167.86;73.7
"2014-01-28";8.17;40.74;67.37;34.22;28.7;32.36;51.32;68.45;170.43;74.46
"2014-01-29";7.97;40.2;66.66;33.28;28.55;32.64;51.24;68.01;166.78;73.63
"2014-01-30";8.15;40.78;67.58;33.44;28.86;33.26;52.02;71.4;169.09;73.88
"2014-01-31";7.93;40.49;66;32.97;29;33.93;52.03;70.9;172.04;73.49
"2014-02-03";7.65;38.85;63.52;32.81;28.07;33.81;50.9;68.42;169.16;70.67
"2014-02-04";7.6;38.88;64.01;33.4;28.44;33.21;50.4;68.87;169.01;72.08
"2014-02-05";7.58;38.77;64.03;32.77;28.35;32.72;50.06;68.08;169.25;72.06
"2014-02-06";7.65;39.64;64.89;33.41;28.91;32.62;50.43;69.04;172.25;74.97
"2014-02-07";7.74;40.5;65.87;33.98;29.33;32.92;50.93;69.56;175.3;76.33
"2014-02-10";7.85;40.89;66.4;33.77;29.29;33.18;51.38;69.43;173.58;75.47
"2014-02-11";7.81;41.32;67.03;34.6;29.47;33.18;52.29;70.35;173.67;76.31
"2014-02-12";7.74;41.78;66.8;32.96;29.5;33.17;52.23;71.27;173.57;76.29
"2014-02-13";8.39;42.5;67.13;33.04;29.76;33.58;52.88;71.61;182.25;76.89
"2014-02-14";8.49;42.74;66.94;33.13;30.03;33.81;53.32;71.77;181.6;77.51
"2014-02-18";8.65;43.22;66.78;32.77;29.94;34.12;53.95;72.49;182.92;76.83
"2014-02-19";8.48;42.37;67.14;33.49;30.17;33.89;53.46;71.82;181.62;76.02
"2014-02-20";8.71;43.06;67.41;33.65;30.31;34.04;53.86;72.14;183;76.59
"2014-02-21";8.83;42.75;68.65;34.01;30.32;34.04;54.32;72.34;197.97;76.12
"2014-02-24";8.94;42.23;68.77;34.79;30.3;33.77;54.14;72.42;204.84;76.68
"2014-02-25";9.06;41.95;68.24;32.6;30.18;33.83;54.07;72.67;204.45;76.24
"2014-02-26";8.96;42.35;68.41;32.86;30.83;34.05;53.93;73.41;202.63;77.63
"2014-02-27";9.35;42.94;69.49;34.11;30.94;33.87;54.85;73.68;203.81;77.94
"2014-02-28";9.52;43.07;70.26;34.13;30.96;33.64;55.5;73.91;201.04;78.44
"2014-03-03";9.4;42.29;70.01;33.84;30.63;33.61;54.75;72.99;200.28;78.33
"2014-03-04";9.46;42.91;71.14;34.03;30.94;34.59;55.44;74.15;214;78.86
"2014-03-05";9.4;42.48;71.55;34.36;30.87;34.35;54.96;74.19;211.99;78.36
"2014-03-06";8.99;42.47;71.61;33.98;31.06;33.9;54.5;74.15;211.2;78.76
"2014-03-07";9.19;42.85;72.5;33.58;31;34.33;54.52;74.36;211.78;79.29
"2014-03-10";9.24;42.63;72.37;33.52;30.99;35.28;54.45;73.65;208.93;78.61
"2014-03-11";9.14;41.66;72.41;33.26;30.98;35.31;54.37;73.08;207.81;77.8
"2014-03-12";9.41;41.65;72.54;33;31.32;36.09;55;72.77;209.99;78.1
"2014-03-13";9.32;41.33;70.87;31.97;30.43;36.07;55.51;71.68;207.78;76.85
"2014-03-14";9.66;40.83;70.83;31.64;30.69;35.51;55.97;71.91;207.35;77.15
"2014-03-17";9.96;41.54;71.62;31.24;30.96;36.08;56.73;72.79;208.47;77.33
"2014-03-18";9.93;43.67;72.92;31.3;31.42;35.99;56.56;72.67;209;78.43
"2014-03-19";9.72;43.14;72.4;31.79;31.07;35.67;55.72;72.1;205.15;77.82
"2014-03-20";9.67;43.57;72.84;32.23;31.32;35.62;55.68;72.32;210.59;78.33
"2014-03-21";9.35;44.24;72.46;32.35;31.16;35.79;56.08;72.39;206.99;78.2
"2014-03-24";9.29;44.65;71.86;32.24;31.05;35.85;56.21;71.09;203.32;77
"2014-03-25";9.29;45.68;70;32.66;31.05;36.18;56.49;71.43;198.65;77.88
"2014-03-26";9.08;45.29;68.41;32.49;30.97;35.97;56.6;70.14;194.03;77.39
"2014-03-27";9.05;44.63;69.8;32.52;30.88;35.97;56.97;70.13;190.13;77.04
"2014-03-28";8.96;45.12;70.36;33.09;31.43;36.28;57.17;70.37;185.92;76.92
"2014-03-31";9.32;46.04;71.04;33.35;31.83;36.89;57.81;71.76;186.74;78.46
"2014-04-01";9.71;46.57;72.12;33.12;31.72;36.69;57.67;72.5;188.95;78.92
"2014-04-02";9.6;47;71.78;33.69;31.9;36.73;57.39;72.83;186.67;79.32
"2014-04-03";9.49;46.7;71.57;33.16;31.82;36.35;57.5;72.61;186.93;79.14
"2014-04-04";9.19;46.12;68.21;33.48;31.76;36.32;57.98;71.8;174.98;77.89
"2014-04-07";9.24;45.87;66.3;33.16;31.15;35.76;58.04;69.78;166.43;76.75
"2014-04-08";9.5;45.91;66.92;33.19;31.7;36.72;58.68;69.97;168.3;76.17
"2014-04-09";9.67;46.58;67.32;32.72;32;36.06;58.56;70.61;174.37;77.19
"2014-04-10";9.21;45.72;66.33;32.17;31.42;36;58.37;69.44;161.92;75.11
"2014-04-11";8.87;44.4;65.75;31.31;31.17;35.87;58.15;68.58;154.93;75.11
"2014-04-14";8.37;44.14;66.06;31.87;31.5;36.25;58.31;68.42;155.23;74.92
"2014-04-15";8.17;44.58;66.76;32.12;31.68;36.76;59.57;69.15;155.27;76.53
"2014-04-16";8.33;45.37;67.78;31.42;32.2;37.24;60.11;71.39;162.34;77.66
"2014-04-17";8.14;45.64;67.82;31.06;32.13;36.84;59.48;72.32;165.6;77.59
"2014-04-21";8.38;45.51;67.65;31.4;32.19;37.32;59.14;72.37;171.97;78.26
"2014-04-22";8.31;46.18;67.72;31.22;32.53;36.9;58.77;72.36;175.1;81.85
"2014-04-23";8.16;46.22;66.63;31.3;32.56;36.69;58.56;73.56;173.69;82.01
"2014-04-24";8.24;43.11;66.35;32.5;32.9;36.96;58.66;73.04;163.15;81.36
"2014-04-25";8.05;42.28;65.65;32.98;31.18;37.02;59.52;72.04;159.34;81.19
"2014-04-28";8.08;42.48;65.18;32.89;31.69;37.27;59.37;72.31;156.54;80.09
"2014-04-29";8.31;42.38;65.55;33.38;31.89;36.63;59.26;73.14;161.2;81.11
"2014-04-30";8.27;42.67;66.76;33.41;32.04;36.51;59.39;73.71;160.89;81.34
"2014-05-01";8.39;42.59;65.97;32.67;32.09;36.28;59.45;73.75;161.27;81.71
"2014-05-02";8.26;42.53;66.58;32.56;32.56;36.25;56.49;73.77;161.94;81.79
"2014-05-05";8.38;41.93;66.81;32.99;31.86;36.7;56.75;73.66;163.42;81.86
"2014-05-06";8.16;41.37;66.85;33.14;31.47;36.32;56.4;73.7;158.12;81.93
"2014-05-07";8.23;41.47;67.55;33.63;32.16;37.19;57.48;74.1;154.72;82.84
"2014-05-08";8.01;41.49;68.03;34.12;32.22;36.94;57.12;73.92;155.78;82.92
"2014-05-09";8.24;41.24;68.61;33.21;32.58;36.34;56.33;74.25;157.89;82.76
"2014-05-12";8.41;42.34;68.25;33.66;33;36.44;55.76;75.3;160.98;83.46
"2014-05-13";8.33;42.12;67.32;33.65;33.09;36.48;55.61;74.77;155.75;83.07
"2014-05-14";8.18;41.48;67.33;33.69;32.41;36.84;55.98;73.94;152.37;83.06
"2014-05-15";8.17;41.66;67.44;33.55;32.12;36.2;55.52;73.13;152.42;81.93
"2014-05-16";8.17;41.86;67.79;33.48;32.42;36.8;55.81;73.71;153.94;82.07
"2014-05-19";8.36;42.35;68.7;33.7;32.55;35.97;55.49;74.21;155.1;82.84
"2014-05-20";8.27;41.81;67.31;33.84;32.09;36.27;55.57;72.63;150.55;82.08
"2014-05-21";8.32;42.23;67.55;34.27;32.22;36.31;55.92;73.47;152.82;82.57
"2014-05-22";8.57;42.28;67.85;34.81;32.48;36.44;56.3;73.45;157.22;82.67
"2014-05-23";8.74;42.7;68.95;34.5;32.77;36.29;56.03;74.55;161.35;83.81
"2014-05-27";8.92;43.12;69.23;35.63;32.85;36.5;56.52;75.4;164.58;84.12
"2014-05-28";8.89;43.33;69.8;35.61;32.92;36.37;56.12;75.43;161.17;84.09
"2014-05-29";8.84;43.43;69.29;36.4;32.93;36.13;56.23;75.91;160.47;83.96
"2014-05-30";8.62;43.26;68.51;36.04;33.08;36.29;56.86;75.8;158.55;84.14
"2014-06-02";8.55;43.32;69.09;36.46;33.19;37.31;56.48;76.45;159.05;84.18
"2014-06-03";8.85;43.47;69.36;37.01;33.18;37.39;56.73;76.18;156.57;84.19
"2014-06-04";8.77;43.08;69.37;36.95;33.02;37.25;56.85;76.48;160.4;84.11
"2014-06-05";9.25;43.47;69.01;36.98;33.27;37.45;57.63;77.58;162.21;85.21
"2014-06-06";9.23;43.55;70.09;37.35;33.62;37.38;57.36;78.28;169.51;85.71
"2014-06-09";9.35;44.11;71.11;37.51;33.94;37.1;56.86;79.37;168.9;86.58
"2014-06-10";9.21;44.43;71.11;37.22;33.2;37.14;56.7;78.89;163.89;87.42
"2014-06-11";9.07;44.3;70.89;36.73;33.02;36.56;56.05;78.44;164.36;86.41
"2014-06-12";9.1;43.57;70.74;37.76;32.92;36.54;56.41;77.9;161.93;85.21
"2014-06-13";9.03;43.31;71.48;38.36;32.93;36.1;56.58;78.23;161.21;85.47
"2014-06-16";9.2;42.83;70.71;38.37;32.92;36.33;57.51;78.2;161.44;85.26
"2014-06-17";9.47;43.52;70.46;38.38;33.12;36.42;57.37;78.51;160.08;85.54
"2014-06-18";9.4;43.75;70.14;38.6;33.21;37.15;59.04;78.78;162.26;85.33
"2014-06-19";9.28;43.61;70.84;38.5;33.49;35.49;59.62;79.06;159.79;85.43
"2014-06-20";9.23;43.13;71.39;39.02;33.51;34.58;59.77;79.13;159.12;85.64
"2014-06-23";9.05;42.99;71.87;39.29;33.45;35.5;67.02;79.02;156.14;85.56
"2014-06-24";8.78;42.65;71.85;38.51;33.29;35.52;67.93;78.74;157.25;84.7
"2014-06-25";8.71;43.24;72.16;38.14;33.55;36.35;67.98;79.11;155.79;85.23
"2014-06-26";8.88;43.42;72;38.13;33.47;36.11;68.87;78.93;158.18;84.81
"2014-06-27";9.1;43.39;72.47;38.37;33.57;35.96;69.54;79.54;157.02;85.02
"2014-06-30";8.84;43.99;72.8;38.88;33.73;36.17;69.75;79.81;158.17;85.88
"2014-07-01";8.87;44.6;73.45;38.81;33.74;36.05;68.97;80.3;160.1;86.75
"2014-07-02";8.77;44.08;72.82;38.88;33.54;35.69;67.76;79.8;156.64;86.98
"2014-07-03";8.95;44.84;73.75;39.14;33.81;34.84;67.17;80.64;158.58;87.07
"2014-07-07";8.68;44.61;73.38;38.54;33.56;35.16;67.62;79.56;154.28;86
"2014-07-08";8.56;44.18;73.05;36.52;33.38;35.63;68.21;78.99;147.86;85.46
"2014-07-09";8.7;43.89;73.39;37.55;33.4;35.66;67.94;78.93;147.63;85.81
"2014-07-10";8.77;43.55;72.83;37.08;32.93;35.61;68.39;78.21;146.79;85.01
"2014-07-11";8.99;43.14;73.05;36.7;33.06;35.45;67.89;78.13;147.02;85.38
"2014-07-14";8.86;43.09;73.89;37.22;33.13;35;67.37;78.56;145.93;85.8
"2014-07-15";8.73;43.48;73.54;37.35;32.43;35.08;67.55;78.13;145.86;85.32
"2014-07-16";8.76;43.51;72.9;37.75;32.53;35.22;67.8;78.1;144.04;85.42
"2014-07-17";8.6;43.51;71.23;37.14;32.02;35.16;67.25;77.51;139.16;84.49
"2014-07-18";8.62;44;72.71;36.49;32.37;35.56;67.8;78.22;142.43;85.74
"2014-07-21";8.68;44.33;72.97;36.76;32.28;35.84;67.73;78.09;138.76;85.05
"2014-07-22";8.67;44.33;73.73;36.98;32.42;36;67.73;78.73;142.62;82.18
"2014-07-23";9.02;43.6;73.75;37.03;32.4;35.75;67.83;79.47;143.59;83.09
"2014-07-24";9.13;43.85;72.61;36.53;32.34;35.79;68.14;78.59;153.79;83.11
"2014-07-25";9;43.43;71.72;36.48;33.05;35.4;67.51;78.41;151.02;83.14
"2014-07-28";8.93;43.7;71.39;35.8;32.81;35.86;68.62;78.03;148.07;82.34
"2014-07-29";9.05;42.66;71.68;35.51;32.39;35.94;67.69;77.17;148.58;81.06
"2014-07-30";8.94;43.13;70.6;35.47;32.79;36.39;66.23;77.01;149.74;81.07
"2014-07-31";8.82;42.02;69.22;35.29;32.27;35.79;64.29;75.21;143.73;79.34
"2014-08-01";8.74;42.29;69.22;35.21;32.11;35.48;64.86;74.83;143.06;79.43
"2014-08-04";8.84;42.85;69.3;34.98;32.63;35.31;63.93;75.48;143.11;80.22
"2014-08-05";8.89;43.04;68.08;34.82;32.69;35.02;63.34;74.98;141.31;80.02
"2014-08-06";9.05;42.22;67.92;34.59;32.75;34.87;62.55;74.37;141.61;80.27
"2014-08-07";9.2;40.58;67.97;34.76;32.71;35.26;63.15;74.24;143.51;80.29
"2014-08-08";9.46;40.79;68.91;35.71;33.17;35.62;64.3;75.39;143.7;80.84
"2014-08-11";9.36;41.07;69.43;36.33;33.51;35.76;64.31;75.45;145.38;80.46
"2014-08-12";9.08;41.36;69.08;36.01;33.45;35.86;63.94;75.04;145.77;80.63
"2014-08-13";9.18;41.88;70.72;35.72;33.63;35.82;64.7;75.85;143.99;80.78
"2014-08-14";9.11;42.4;71;35.09;33.87;36.29;65.09;76.04;144.61;81.29
"2014-08-15";9.08;42.63;70.94;36.12;33.65;36.44;65.01;75.7;145.93;80.75
"2014-08-18";9.17;43.08;71.52;36.25;34.14;36.38;64.69;76.69;148.17;81.41
"2014-08-19";9.06;43.41;71.87;36.47;34.64;36.8;65.72;76.84;147.15;81.8
"2014-08-20";8.88;43.91;71.92;36.56;34.4;36.88;65.81;77.08;149.08;82.01
"2014-08-21";8.82;44.36;72;36.37;34.49;36.99;65.85;76.89;149.77;82.58
"2014-08-22";8.81;44.1;72.1;35.7;34.47;37.01;65.52;76.53;148.65;82.74
"2014-08-25";8.88;44.13;72.32;35.95;34.33;37.07;66.05;77.29;147.81;82.81
"2014-08-26";8.97;44.63;72.44;36.66;34.39;37;65.41;77.07;148.16;82.26
"2014-08-27";8.89;44.37;72.3;35.65;34.39;37.18;66.12;76.68;145.4;82.07
"2014-08-28";8.86;43.95;72.16;35.91;34.26;37.22;66.84;76.48;142.42;82.01
"2014-08-29";8.9;44.19;72.69;36.25;34.52;37.19;67.26;76.33;144.75;82.45
"2014-09-02";8.82;44.24;72.82;36.06;34.82;37.1;66.35;76.98;146.41;82.89
"2014-09-03";8.7;44.32;72.11;36.22;34.68;37.19;66.89;76.61;145.16;82.71
"2014-09-04";8.58;44.1;71.93;35.21;34.61;37.6;67.16;76.32;143.91;82.96
"2014-09-05";8.51;43.84;72.46;34.75;34.83;37.72;67.86;76.69;146.29;83.3
"2014-09-08";8.69;43.75;72.16;33.7;34.61;37.54;67.64;76.79;146.07;83.13
"2014-09-09";8.55;43.58;70.92;33.7;34.43;37.31;66.66;76.31;144.32;82.81
"2014-09-10";8.59;43.6;71.63;33.46;34.91;36.89;66.68;76.56;147.87;82.82
"2014-09-11";8.62;44.01;71.3;32.83;35.03;36.94;67.33;76.76;157.96;83.26
"2014-09-12";8.59;43.86;71.02;30.87;34.83;36.52;65.97;75.81;159.49;82.54
"2014-09-15";8.52;43.79;70.86;30.12;34.77;36.53;66.61;75.5;156.28;82.54
"2014-09-16";8.5;43.6;71.5;30.52;34.96;36.65;67.06;75.28;156.43;82.87
"2014-09-17";8.54;43.93;71.37;30.39;35.24;36.54;66.84;74.66;157.54;82.75
"2014-09-18";8.48;44.15;71.78;30.35;35;36.44;66.09;75.6;159.58;82.83
"2014-09-19";8.42;43.5;71.01;28.26;34.94;36.6;66.15;74.92;158.94;82.35
"2014-09-22";8.29;42.86;70.5;28.38;35.15;36.12;66;73.78;155.57;81.14
"2014-09-23";8.25;42.17;69.43;28.09;34.74;35.7;65.17;73.48;156.63;80.63
"2014-09-24";8.19;42.37;69.6;27.68;35.15;35.4;64.63;73.81;158.57;80.68
"2014-09-25";8.53;41.52;69.31;26.97;35;35.34;64.28;72.39;157.81;79.57
"2014-09-26";8.6;41.98;70.58;27.23;35.21;35.39;64.31;72.83;157.63;80.03
"2014-09-29";8.64;41.82;70.18;26.58;35.18;35.48;64.21;72.86;155.83;80.26
"2014-09-30";8.51;41.35;69.85;26.76;34.66;35.48;64.22;71.79;155.54;79.94
"2014-10-01";8.39;40.52;68.76;25.47;34.39;35.45;64.44;70.45;152.53;78.05
"2014-10-02";8.32;40.44;72.22;24.85;34.57;35.25;64.55;70.61;149.48;77.72
"2014-10-03";8.38;40.48;76.28;24.3;34.73;35.42;65.01;71.3;152.24;78.1
"2014-10-06";8.36;40.74;77.16;24.84;34.5;35.25;64.77;71.34;150.78;78.02
"2014-10-07";8.25;40.19;75.59;24.9;33.8;34.84;64.84;69.54;146.51;74.43
"2014-10-08";8.48;40.71;75.7;25.29;34.16;35.52;66.08;70.42;150.73;78.61
"2014-10-09";8.27;39.75;73.94;24.11;33.54;35.19;65.41;68.16;146.22;77.1
"2014-10-10";8.16;37.04;72.85;22.83;33.57;35;66.4;67.24;142.12;76.57
"2014-10-13";8.18;36.41;71.65;22.88;32.93;34.95;66.99;65.9;137.6;75.8
"2014-10-14";8.43;36.58;71.97;22.86;33.36;34.82;68.11;67.79;138.78;76.35
"2014-10-15";8.51;37.26;71.8;23.01;33.49;34.44;68.61;67.23;139;76.52
"2014-10-16";8.31;37.51;71.8;22.94;33.4;35.97;67.87;68.66;138.61;76.87
"2014-10-17";8.25;38.71;72.32;23.06;34.14;36.41;68.08;69.55;142.67;77.94
"2014-10-20";8.36;39.23;72.88;23.06;34.71;36.79;68.8;70.09;142.53;78.64
"2014-10-21";8.39;40.64;75.52;24.53;35.37;36.79;68.3;72.86;147.44;85.3
"2014-10-22";8.22;39.92;76.88;23.7;35.14;36.88;68.72;71.43;143.42;83.05
"2014-10-23";8.36;41;77.32;24.14;36.75;37.57;69.02;72.99;146.89;84.49
"2014-10-24";8.4;41.63;78.54;23.69;37.63;38.1;69.4;72.63;148.32;85.21
"2014-10-27";8.39;41.38;78.55;22.61;38.11;38.63;69.81;72.6;148.3;85.07
"2014-10-28";8.46;42.59;80.07;23.28;38.49;38.73;70.12;74.11;151;87.04
"2014-10-29";8.39;42.44;79.57;22.89;38.32;38.48;69.77;73.85;149.94;86.94
"2014-10-30";8.39;41.98;79.75;22.68;38.81;39.33;72.25;73.59;161.23;87.56
"2014-10-31";8.35;43.09;80.46;23;39.09;39.44;72;74.63;161.09;88.4
"2014-11-03";8.37;42.88;80.35;22.26;39.62;39.58;72.14;74.57;160.76;88.11
"2014-11-04";8.36;42.91;82.75;20.29;39.51;39.5;71.67;73.7;160.94;87.52
"2014-11-05";8.38;43.44;82.28;21.23;39.43;40.04;73.33;74.05;159.92;88.5
"2014-11-06";8.42;43.5;83.25;21.71;39.78;39.46;71.67;74.47;159.04;88.55
"2014-11-07";8.32;43.52;82.72;21.77;39.78;40;71.33;74.71;159.09;88.27
"2014-11-10";8.63;43.42;84.08;21.76;40.52;40.28;71.97;75.24;159.98;88.61
"2014-11-11";8.53;43.68;84.12;21.6;40.99;40.37;72.17;75.6;160.63;88.81
"2014-11-12";8.37;43.89;84.25;21.27;41.14;39.12;71.13;76.18;162.01;89.67
"2014-11-13";8.34;42.14;84.06;20.65;40.54;38.57;70.64;75.52;160.07;89.34
"2014-11-14";8.29;42.7;83.23;20.78;40.48;37.83;70.91;75.94;160.57;89.11
"2014-11-17";8.21;43.02;83.52;21.01;40.93;37.86;71.87;76.31;159.34;89.56
"2014-11-18";8.23;44.02;83.44;21.3;40.74;38.24;72.32;76.79;162.61;90.19
"2014-11-19";8.16;43.16;83.1;20.69;41;38.5;72.45;76.13;163.38;90.03
"2014-11-20";8.13;43.35;83.53;20.79;40.73;38.56;72.45;76.29;165.98;90.41
"2014-11-21";8.15;43.69;83.7;21.36;40.87;38.86;72.43;76.92;167.65;89.96
"2014-11-24";8.3;43.74;85.36;20.74;41.37;38.98;72;77.4;168.82;90.71
"2014-11-25";8.34;43.81;85.05;20.71;41.42;38.12;71.78;77.58;169.03;90.44
"2014-11-26";8.37;43.62;85.66;15.99;41.74;38;71.87;77.27;168.73;90.5
"2014-11-28";8.38;43.79;86.34;14.66;41.78;37.99;72.84;76.52;170.26;89.16
"2014-12-01";8.26;43.57;83.3;13.92;41.38;37.89;73.57;75.43;166.97;88.05
"2014-12-02";8.36;43.75;85.03;13.38;41.62;38.17;74.01;75.78;168.13;88.64
"2014-12-03";8.33;45.05;85.71;13.31;41.69;38.67;74.24;76.86;167.98;89.87
"2014-12-04";8.33;44.51;84.83;12.33;41.6;38.81;75.14;76.51;166.48;89.31
"2014-12-05";8.42;44.77;84.54;12.32;41.45;38.84;74.87;76.66;167.3;89.57
"2014-12-08";8.42;44.44;82.84;11.57;41.39;38.64;75.55;76.36;164.55;88.17
"2014-12-09";8.55;44.62;83.49;12.17;41.61;39.12;76.03;76.69;164.96;88.04
"2014-12-10";8.33;43.36;81.69;11.31;41.15;38.46;75.58;74.91;167.05;86.33
"2014-12-11";8.29;43.5;81.67;11.21;41.6;39;75.84;75.27;169;86.62
"2014-12-12";8.18;42.85;79.21;11.06;41.48;38.74;74.26;74.28;167.52;85.78
"2014-12-15";8.86;42.13;78.72;10.66;41.39;38.52;74.34;72.97;168.42;85.97
"2014-12-16";8.7;41.85;77.25;11;41.31;39.03;74.91;73.34;171.16;86.13
"2014-12-17";9.33;42.59;79.19;12.16;42.01;39.27;75.68;74.17;176.25;88.77
"2014-12-18";9.46;43.54;81.13;12.36;42.3;39.61;76.68;75.94;182.35;90.08
"2014-12-19";9.6;43.51;81.28;12.6;42.06;39.6;76.58;76.72;185.16;89.64
"2014-12-22";9.79;43.57;81.68;11.89;41.57;40.14;77.2;77.2;187.02;90.17
"2014-12-23";9.42;43.68;81.65;11.86;42.21;40.36;76.79;77.93;187.05;91.08
"2014-12-24";9.63;43.83;81.91;11.9;42.4;40.73;78.3;77.8;185.62;91.12
"2014-12-26";9.65;43.86;81.48;12.06;42.56;40.75;79.83;78.11;188.39;91.3
"2014-12-29";9.78;44.06;81.69;11.91;42.95;41.97;80.62;78.43;184.85;91.18
"2014-12-30";9.85;43.59;80.95;11.93;42.79;41.02;79.18;78.03;183.92;90.78
"2014-12-31";9.99;43.02;80.71;11.94;42.61;40.43;77.85;77.54;183.63;90
